id,location,city,state,postal_code,savannah,nj,houston,miami,chicago,email,type_id,losangeles
578,PHILADELPHIA (PA) 18073,PENNSBURG,PA,0,0,225,0,0,0,edward.davidheiser@copart.com,3,0
579,PITTSBURGH NORTH (PA) 16117,ELLWOOD CITY,PA,0,0,450,0,0,500,terri.dambra@copart.com,3,0
580,PITTSBURGH SOUTH (PA) 15122,WEST MIFFLIN,PA,0,0,450,0,0,500,william.shay@copart.com,3,0
581,"PITTSBURGH WEST, (PA) 15122",WEST MIFFLIN,PA,0,0,450,0,0,500,william.shay@copart.com,3,0
582,NORTH CHARLESTON (SC) 29448,HARLEYVILLE,SC,0,250,0,0,410,0,lyndsey.mizell@copart.com,3,0
583,MEMPHIS 38118,MEMPHIS,TN,0,535,800,0,550,0,christina.beesley@copart.com,3,0
584,NASHVILLE 37090,LEBANON,TN,0,430,600,700,500,0,colin.brand@copart.com,3,0
585,"LONGVIEW, TX 75603",LONGVIEW,TX,0,0,0,300,550,0,jeffrey.king@copart.com,3,0
586,"MCALLEN, TX 78570",MERCEDES,TX,0,0,0,375,675,0,david.landon@copart.com,3,0
587,SAN ANTONIO (TX) 78224,SAN ANTONIO,TX,0,0,0,300,515,0,gina.campos@copart.com,3,0
588,OGDEN UT,FARR WEST,UT,0,0,1400,0,0,800,luke.johnson@copart.com,3,0
589,RUTLAND (VT) 05736,RUTLAND,VT,5736,0,475,0,0,0,stephen.cornwell@copart.com,3,0
590,RICHMOND (VA) 23150,SANDSTON,VA,0,0,375,0,0,0,gerald.faries@copart.com,3,0
591,"RICHMOND EAST, VA 23030",CHARLES CITY,VA,0,0,375,0,0,0,gerald.faries@copart.com,3,0
592,PASCO (WA) 99301,PASCO,WA,0,0,1600,1400,1600,0,chuck.penney@copart.com,3,0
593,MONTGOMERY 36116,MONTGOMERY,AL,0,370,0,0,550,0,eric.leon@copart.com,3,0
594,SO SACRAMENTO 95828,SACRAMENTO,CA,0,0,1550,0,1450,0,"",3,0
595,SPRINGFIELD (MO) 65742,ROGERSVILLE,MO,0,625,675,630,0,450,"",3,0
596,TRENTON (NJ) 08561,WINDSOR,NJ,8561,0,175,0,0,0,"",3,0
597,WASHINGTON (DC) 20602,WALDORF,MD,0,0,350,0,0,0,"",3,0
598,ANCHORAGE 99501,ANCHORAGE,AK,0,3000,2800,2310,3800,2600,alan.deile@copart.com,3,0
599,LITTLE ROCK 72032,CONWAY,AR,0,650,900,525,0,650,brian.anible@copart.com,3,0
600,SUN VALLEY (CA) 91352,SUN VALLEY,CA,0,0,1450,1100,1450,0,alfonso.argott@copart.com,3,0
601,VALLEJO (CA) 94590,VALLEJO,CA,0,0,1250,1300,1350,0,sione.latuhoi@copart.com,3,0
602,VAN NUYS (CA) 91405,VAN NUYS,CA,0,0,1250,1000,1200,0,luis.ramirez@copart.com,3,0
603,"COLORADO SPRINGS, CO",COLORADO SPRINGS,CO,0,1150,800,770,0,900,samantha.crane@copart.com,3,0
604,SEAFORD (DE) 19973,SEAFORD,DE,0,0,340,0,0,0,samantha.harrell@copart.com,3,0
605,MIAMI NORTH 33054,opa locka,FL,0,325,800,0,120,0,duanle.garcia@copart.com,3,0
606,ORLANDO SOUTH (FL),ORLANDO,FL,0,310,900,900,250,0,daniel.sullivan@copart.com,3,0
607,TALLAHASSEE (FL) 32343,MIDWAY,FL,0,375,0,0,380,0,garrett.wolff@copart.com,3,0
608,TAMPA SOUTH (FL) 33578,RIVERVIEW,FL,0,310,750,0,270,0,james.holtmann@copart.com,3,0
609,WEST PALM BEACH (FL) 33411,WEST PALM BEACH,FL,0,320,0,0,250,0,kevin.arroyave@copart.com,3,0
610,ATLANTA WEST 30168,AUSTELL,GA,0,315,0,0,275,0,renato.parris@copart.com,3,0
611,SAVANNAH (GA) 31405,SAVANNAH,GA,0,125,0,0,375,0,allen.stewart@copart.com,3,0
612,TIFTON (GA) 31794,TIFTON,GA,0,310,0,0,370,0,melanie.johnson1@copart.com,3,0
613,CHICAGO NORTH 60120,ELGIN,IL,0,850,550,900,0,325,matt.fogleson@copart.com,3,0
614,SOUTHERN ILLINOIS (IL) 62207,ALORTON,IL,0,0,650,0,0,300,michael.tovar@copart.com,3,0
615,WHEELING (IL) 60090,WHEELING,IL,0,0,550,0,0,250,keaston.bonnell@copart.com,3,0
617,DES MOINES 50317,DES MOINES,IA,0,0,600,900,0,575,jackie.wallin@copart.com,3,0
618,WICHITA (KS) 67216,WICHITA,KS,0,0,750,500,0,550,ryan.barill@copart.com,3,0
619,WALTON (KY) 41094,WALTON,KY,0,0,490,800,0,390,holly.sawyers@copart.com,3,0
620,SHREVEPORT (LA) 71109,SHREVEPORT,LA,0,550,0,350,0,0,jeff.stuart@copart.com,3,0
621,BALTIMORE EAST 21225,BALTIMORE,MARYL AND,0,0,340,0,0,0,michael.dolak@copart.com,3,0
622,SOUTH BOSTON (MA) 01756,MENDON,MA,1756,0,375,0,0,0,sean.gesner@copart.com,3,0
623,WEST WARREN (MA) 01092,WEST WARREN,MA,1092,0,350,0,0,0,tara.parzychowski@copart.com,3,0
624,"IONIA, MI 48875",PORTLAND,MI,0,800,550,1000,0,575,dawn.stinson@copart.com,3,0
625,ST. CLOUD (MN) 56310,AVON,MN,0,0,680,0,0,390,michelle.polaski@copart.com,3,0
626,JACKSON 39073,FLORENCE,MS,0,500,0,525,580,0,charles.payne@copart.com,3,0
627,SIKESTON (MO) 63801,SIKESTON,MO,0,600,650,700,0,475,debbie.fisher@copart.com,3,0
628,HARTFORD SPRINGFIELD 06026,EAST GRANBY,CT,6026,800,280,0,0,0,shaun.duncan@copart.com,3,0
629,ST. LOUIS (MO) 63044,BRIDGETON,MO,0,0,590,0,0,350,jaelyn.stringer@copart.com,3,0
630,BILLINGS 59103,BILLINGS,MT,0,1700,1400,1400,0,1100,jason.hamrick@copart.com,3,0
631,GLASSBORO EAST 08028,GLASSBORO,NJ,8028,0,250,0,0,0,michelle.marynowicz@copart.com,3,0
632,SOMERVILLE (NJ) 08844,HILLSBOROUG H,NJ,8844,0,195,0,0,0,rafal.brozyna@copart.com,3,0
633,TRENTON JOBSTOWN SUBLOT (NJ) 08041,JOBSTOWN,NJ,8041,450,200,0,0,0,jeri.priolo@copart.com,3,0
634,LONG ISLAND 11719,BROOKHAVEN,NY,0,0,275,0,0,0,austyn.parker@copart.com,3,0
635,CHINA GROVE 28023,CHINA GROVE,NC,0,365,500,900,550,850,rafael.pla@copart.com,3,0
636,MEBANE 27302,MEBANE,NC,0,415,450,0,0,0,hector.hernandez@copart.com,3,0
637,CLEVELAND WEST 44028,COLUMBIA STATION,OH,0,750,490,1000,0,500,helene.sellman@copart.com,3,0
638,OKLAHOMA CITY 73129,OKLAHOMA CITY,OK,0,750,880,450,0,600,austin.hampton@copart.com,3,0
639,TULSA (OK) 74107,TULSA,OK,0,0,0,450,600,0,rachel.fashing@copart.com,3,0
640,CHAMBERSBURG 17201,CHAMBERSBU RG,PA,0,800,410,1200,0,600,adam.goshorn@copart.com,3,0
641,PHILADELPHIA EAST (PA) 18914,CHALFONT,PA,0,0,225,0,0,0,krista.nicholson@copart.com,3,0
642,YORK HAVEN (PA) 17370,YORK HAVEN,PA,0,0,330,0,0,0,jeffrey.micklitsch@copart.com,3,0
643,SPARTANBURG (SC) 29301,SPARTANBUR G,South Carolin a,0,280,575,0,0,0,robert.colton@copart.com,3,0
644,WACO (TX) 76501,TEMPLE,TX,0,0,0,300,675,0,jessica.clark@copart.com,3,0
645,BIRMINGHAM 35023,HUEYTOWN,AL,0,470,750,650,0,850,doug.cooper@copart.com,3,0
646,MOBILE 36613,EIGHT MILE,AL,0,425,0,0,650,0,mark.bond@copart.com,3,0
647,TANNER (AL) 35671,TANNER,AL,0,425,0,0,550,0,zachary.atchley@copart.com,3,0
648,TUCSON AZ) 85706,TUCSON,AZ,0,0,0,800,1150,0,cesar.villegas@copart.com,3,0
649,BAKERSFIELD 93307,BAKERSFIELD,CA,0,1600,0,1000,1600,1400,jose.avila@copart.com,3,0
650,MENTONE (CA) 92359,MENTONE,CA,0,1300,0,0,1150,0,elizabeth.carrillo@copart.com,3,0
651,SAN DIEGO (CA) 92154,SAN DIEGO,CA,0,0,1450,1000,1275,0,christopher.porter@copart.com,3,0
652,SO SACRAMENTO (CA) 95828,SACRAMENTO,CA,0,0,1550,0,1450,0,donald.hillyard@copart.com,3,0
653,SCRANTON (PA) 18642,DURYEA,PA,0,0,340,0,0,0,jamie.miley@copart.com,3,0
654,KNOXVILLE 37354,MADISONVILLE,TN,0,450,575,750,550,0,eddie.tredinnick@copart.com,3,0
655,"AMARILLO, TX 79118",AMARILLO,TX,0,0,0,525,725,0,chris.alford@copart.com,3,0
656,CRASHEDTOYS DALLAS,DALLAS,TX,0,800,1000,315,500,850,matt.richards@copart.com,3,0
657,"LUFKIN, TX 75904",LUFKIN,TX,0,0,0,280,550,0,joshua.gardner@copart.com,3,0
658,SALT LAKE CITY (UT) 84044,7320 WEST,UT,0,0,0,0,0,0,brady.guay@copart.com,3,0
659,DANVILLE 24531,CHATHAM,VA,0,0,490,0,0,0,wendy.farris@copart.com,3,0
660,NORTH SEATTLE 98223,ARLINGTON,WA,0,2000,1600,1400,1550,1200,harold.reynolds@copart.com,3,0
661,SPOKANE (WA) 99001,AIRWAY HEIGHTS,WA,0,0,1600,1400,1750,1200,devin.malpasuto@copart.com,3,0
662,CHARLESTON/Hurri cane 25526,HURRICANE,WV,0,700,560,900,0,600,brandi.evans@copart.com,3,0
663,LOUISVILLE 40272,LOUISVILLE,KY,0,500,500,0,0,475,colleen.huff@copart.com,3,0
664,Tampa North (FL) 34667,Tampa North,FL,34667,325,0,0,260,0,mgr-Tampa_North@iaai.com,3,0
665,Akron,Barberton,OH,44203,0,450,0,0,0,"",3,0
616,DAVENPORT,ELDRIDGE,IA,0,0,650,0,0,650,amanda.raschke@copart.com,3,0
666,SYRACUSE (NY) 13036 (CENTRAL SQUARE),CENTRAL SQUARE,NY,0,0,375,0,0,0,nathan.caralla@copart.com,3,0
667,BARBERTON (OH) 44203,BARBERTON,OH,44203,0,450,0,0,0,edward.davidheiser@copart.com,3,0
668,FORT PIERCE 34946,FORT PIERCE,FL,0,415,0,0,250,0,renita.fulger@copart.com,3,0
669,MINNEAPOLIS NORTH 55304,HAM LAKE,MN,0,0,770,0,0,550,kayla.teeselink@copart.com,3,0
670,HAM LAKE (MN),MINNEAPOLIS NORTH,MN,55434,0,770,0,0,0,"",3,0
671,LINCOLN (NE),LINCOLN,NE,68366,1000,700,0,0,0,"",3,0
672,EARLINGTON 42410,EARLINGTON,KY,42410,575,550,0,0,0,"",3,0
673,EARLINGTON KY,EARLINGTON,KY,42410,575,550,0,0,0,"",3,0
674,GASTON (SC),COLUMBIA,SC,29053,305,550,0,0,0,"",3,0
675,TAMPA SOUTH (FL),TAMPA SOUTH,FL,33440,310,750,0,270,0,"",3,0
676,RIVERVIEW FL,TAMPA SOUTH,FL,33440,310,750,0,270,0,"",3,0
677,CHALFONT PA,PHILADELPHIA EAST,PA,18914,0,225,0,0,0,"",3,0
678,ALBUQUERQUE NM,ALBUQUERQUE,NM,87105,950,0,0,1000,0,"",3,0
679,DALLAS TX,DALLAS,TX,75247,800,1000,0,500,0,"",3,0
680,BRIDGETON MO,ST. LOUIS,MO,63044,0,590,0,0,0,"",3,0
681,Philadelphia East sublot PA,Philadelphia East,PA,18914,0,225,0,0,0,"",3,0
682,Abilene 79601,Hawley,TX,79525,0,0,370,800,0,"",4,0
683,ACE - Carson (CA) 90248,Carson,CA,90248,0,1350,0,1200,0,"",4,0
684,ACE - Perris (CA) 92571,Perris,CA,92571,0,1400,0,1250,0,"",4,0
685,Akron-Canton 44663,New Philadelphia,OH,44663,650,490,1000,0,450,"",4,0
686,Albany 12303,Schenectady,NY,12303,0,340,0,0,0,"",4,0
687,Albuquerque 87105,Albuquerque,NM,87105,0,0,600,0,0,"",4,0
688,Altoona 16637,East Freedom,PA,16637,800,435,1300,0,600,"",4,0
689,Amarillo (TX) 79118,Amarillo,TX,79118,0,0,525,720,0,"",4,0
690,Anaheim 92806,Anaheim,CA,92806,1350,1250,0,1250,0,"",4,0
691,Anchorage (AK),Wasilla,AK,99654,3500,3500,3500,3500,3500,"",4,0
692,Appleton 54914,Appleton,WI,54914,0,750,0,0,475,"",4,0
693,Asheville (NC) 28732,Fletcher,NC,28732,380,525,0,0,0,"",4,0
694,Ashland 41102,Ashland,KY,41102,550,550,0,0,0,"",4,0
695,Atlanta 30052,Loganville,GA,30052,285,0,0,375,0,"",4,0
696,Atlanta East 30680,Winder,GA,30680,300,0,0,375,0,"",4,0
697,Atlanta North 30101,Acworth,GA,30101,300,0,0,375,0,"",4,0
698,Atlanta South 30260,Lake City,GA,30260,280,0,0,375,0,"",4,0
699,Austin 78616,Dale,TX,78616,0,0,270,550,0,"",4,0
700,Avenel New Jersey 07001,Avenel,NJ,7001,0,195,0,0,0,"",4,0
701,Baltimore 21226,Baltimore,MD,21226,0,325,0,0,0,"",4,0
702,Baton Rouge 70754,Livingston,LA,70754,450,0,370,0,0,"",4,0
703,Billings (MT) 59101,Billings,MT,59101,1700,1400,1400,1600,1200,"",4,0
704,Birmingham 35022,Bessemer,AL,35022,400,0,550,0,0,"",4,0
705,Boise 83605,Meridian,ID,83642,1800,1400,1050,0,950,"",4,0
706,Boston - Shirley (MA) 01464,Shirley,MA,1464,0,380,0,0,0,"",4,0
707,Bowling Green (KY) 42101,Bowling Green,KY,42101,0,600,0,0,400,"",4,0
708,Bridgeport PA 19405,Bridgeport,PA,19405,0,275,0,0,0,"",4,0
709,Buckhannon 26201,Buckhannon,WV,26201,0,550,0,0,600,"",4,0
710,Buffalo 14207,buffalo,NY,14207,0,500,0,0,0,"",4,0
711,Burlington 05451,Essex,VT,5451,0,515,0,0,0,"",4,0
712,Casper,Casper,WY,82601,0,1400,0,0,950,"",4,0
713,Central New Jersey 07751,Morganville,NJ,7751,0,185,0,0,0,"",4,0
714,Charleston 29470,Ravenel,SC,29470,275,0,0,420,0,"",4,0
715,Charlotte 28206,Charlotte,NC,28206,350,550,0,415,0,"",4,0
716,Chattanooga 37404,Chattanooga,TN,37404,450,0,0,575,0,"",4,0
717,Chicago-North 60118,East Dundee,IL,60118,0,550,0,0,175,"",4,0
718,Chicago-South 60428,Markham,IL,60428,0,600,0,0,175,"",4,0
719,Chicago-West 60505,Aurora,IL,60505,0,550,0,0,200,"",4,0
720,Cincinnati 45069,West Chester,OH,45069,0,550,0,0,390,"",4,0
721,Cincinnati-South 45102,Amelia,OH,45102,0,550,0,0,390,"",4,0
722,Clearwater 33760,Clearwater,FL,33760,350,0,0,275,0,"",4,0
723,Cleveland 44053,Lorain,OH,44053,0,510,0,0,0,"",4,0
724,Colton (CA) 92324,Colton,CA,92324,0,1350,0,1350,1400,"",4,0
725,"Columbia, SC 29209",Columbia,SC,29209,255,500,0,450,0,"",4,0
726,Columbus OH 43123,Grove City,OH,43123,0,450,0,0,0,"",4,0
727,Concord 28025,Concord,NC,28025,350,475,0,0,0,"",4,0
728,Corpus Christi 78405,Corpus Christi,TX,78405,0,0,300,650,0,"",4,0
729,"Culpeper, VA 22701",Culpeper,VA,22701,0,380,0,0,0,"",4,0
730,Dallas 75172,Wilmer,TX,75172,0,0,275,525,0,"",4,0
731,Dallas/Ft. Worth 75050,Grand Prairie,TX,75050,0,0,280,550,0,"",4,0
732,Davenport 52802,Davenport,IA,52802,0,625,0,0,350,"",4,0
733,Dayton 45427,Dayton,OH,45417,0,500,0,0,375,"",4,0
734,Denver 80221,Denver,CO,80221,0,780,680,0,0,"",4,0
735,Denver East (CO) 80022,Commerce City,CO,80022,0,780,700,0,0,"",4,0
736,Des Moines 50069,De Soto,IA,50069,0,600,0,0,475,"",4,0
737,Detroit 48111,Belleville,MI,48111,0,550,0,0,450,"",4,0
738,Dothan 36345,Headland,AL,36345,390,0,0,0,0,"",4,0
739,Dundalk (MD) 21222,Dundalk,MD,21222,0,355,0,0,0,"",4,0
740,East Bay 94565,Bay Point,CA,94565,1600,1600,0,1455,0,"",4,0
742,Elkton (MD) 21921,Elkton,MD,21921,0,275,0,0,0,"",4,0
743,Englishtown (NJ) 07726,Englishtown,NJ,7726,0,200,0,0,0,"",4,0
744,Erie 16416,Garland,PA,16416,0,500,0,0,500,"",4,0
745,Eugene 97402,Eugene,OR,97402,0,1600,0,0,1400,"",4,0
746,Fargo 58102,Fargo,ND,58102,0,1175,0,0,1035,"",4,0
747,Fayetteville 72744,Lincoln,AR,72744,0,0,490,0,0,"",4,0
748,Flint MI 48507,Flint,MI,48507,0,525,0,0,425,"",4,0
749,Fontana 92335,Fontana,CA,92335,1600,1355,0,1280,0,"",4,0
750,Fort Myers (FL) 33903,Fort Myers,FL,33913,350,0,0,285,0,"",4,0
751,"Fort Pierce, FL 34945",Fort Pierce,FL,34945,415,900,900,0,1300,"",4,0
752,Fort Worth North (TX) 76247,JUSTIN,TX,76247,0,0,330,550,0,"",4,0
753,Fredericksgburg South 22408,Fredericksburg,VA,22408,650,490,1000,0,700,"",4,0
754,Fremont 94538,Fremont,CA,94538,1600,1600,1000,1450,1400,"",4,0
755,Fresno 93705,Fresno,CA,93705,1600,1600,1000,1450,1400,"",4,0
756,Grand Rapids 49315,Byron Center,MI,49315,0,550,0,0,480,"",4,0
757,Greensboro 27253,Graham,NC,27253,350,450,0,0,0,"",4,0
758,Greenville 29681,Simpsonville,SC,29681,290,525,0,0,0,"",4,0
759,Grenada (MS) 38901,Grenada,MS,38901,450,600,500,0,0,"",4,0
760,Gulf Coast (MS) 39562,Moss Point,MS,39562,450,0,525,500,0,"",4,0
761,Hartford 06088,East Windsor,CT,6088,0,290,0,0,0,"",4,0
762,Hartford-South 06457,Middletown,CT,6457,0,315,0,0,0,"",4,0
763,High Desert 92345,Hesperia,CA,92345,0,1350,0,1350,0,"",4,0
764,Honolulu (Kailua- Kona Hawaii island) 96707,Kailua-Kona Hawaii island,HI,0,5500,5500,5500,5500,5500,"",4,0
765,Honolulu (Kapolei Oahu island) 96707,Kapolei Oahu island,HI,96707,5500,5500,5500,5500,5500,"",4,0
766,Honolulu (Lihue Kauai island) 96707,Lihue Kauai island,HI,0,5500,5550,3950,5500,5500,"",4,0
767,Honolulu (Maui Maui Island) 96707,Maui Maui Island,HI,0,5500,5500,5500,5500,5500,"",4,0
768,Houston 77038,Houston,TX,77038,0,0,150,480,0,"",4,0
769,Houston South 77583,Rosharon,TX,77583,0,0,150,500,0,"",4,0
770,Houston-North 77032,Houston,TX,77032,0,0,150,500,0,"",4,0
771,Huntsville 35613,Athens,AL,35613,400,0,0,500,0,"",4,0
772,Indianapolis 46217,Indianapolis,IN,46217,0,550,0,0,250,"",4,0
773,Jackson 39272,Byram,MS,39272,450,0,450,500,0,"",4,0
774,Jacksonville 32218,Jacksonville,FL,32218,285,0,0,260,0,"",4,0
775,Kansas City 66111,Kansas City,KS,66111,0,570,600,0,400,"",4,0
776,Knoxville 37914,Knoxville,TN,37914,400,0,0,500,0,"",4,0
777,Lafayette (LA) 70507,Lafayette,LA,70507,450,0,325,500,0,"",4,0
778,Las Vegas 89011,Henderson,NV,89011,0,0,900,1000,0,"",4,0
779,Laurel 20707,Laurel,MD,20707,0,335,0,0,0,"",4,0
780,Lexington (SC) 29073,Lexington,SC,29073,345,550,0,0,0,"",4,0
781,Lincoln 62656,Lincoln,IL,62656,0,590,0,0,275,"",4,0
782,Little Rock 72142,Scott,AR,72142,500,0,450,0,0,"",4,0
783,LIVINGSTON (LA) 70754,LIVINGSTON,LA,70754,450,0,350,0,0,"",4,0
784,Long Island 11763,Medford,NY,11763,0,225,0,0,700,"",4,0
785,Longview 75605,Longview,TX,75605,0,0,310,500,0,"",4,0
786,Los Angeles 90248,Gardena,CA,90248,1200,1200,0,1150,0,"",4,0
787,Los Angeles South (CA) 90744,Wilmington,CA,90744,1250,1450,0,1350,0,"",4,0
788,Louisville (KY) 40165,Shepherdsville,KY,40165,500,550,0,0,400,"",4,0
789,Louisville North (KY),Eminence,KY,40019,500,550,0,0,400,"",4,0
790,"Lubbock, TX 79415",Lubbock,TX,79415,0,0,450,680,0,"",4,0
791,Macon (GA) 31217,Macon,GA,31217,315,0,0,380,0,"",4,0
792,Manchester 03079,Salem,NH,3079,0,370,0,0,0,"",4,0
793,McAllen (TX) - 78537,Donna,TX,78537,0,0,355,600,0,"",4,0
794,Memphis 38118,Memphis,TN,38118,490,0,0,560,0,"",4,0
795,Metro DC 20613,Brandywine,MD,20613,0,315,0,0,0,"",4,0
796,Miami 33054,Opa Locka,FL,33054,350,0,0,125,0,"",4,0
797,Miami-North 33332,fort lauderdale,FL,33332,350,0,0,125,0,"",4,0
798,Milwaukee 53089,Sussex,WI,53089,0,650,0,0,275,"",4,0
799,Minneapolis/St. Paul 55117,Maplewood,MN,55117,0,650,0,0,350,"",4,0
800,Missoula 59802,Missoula,MT,59808,0,1400,1400,1800,1350,"",4,0
801,Nashville 37218,Nashville,TN,37218,435,0,0,575,0,"",4,0
802,New Castle 19720,New Castle,DE,19720,0,325,0,0,0,"",4,0
803,New Orleans 70433,Covington,LA,70433,460,0,370,0,0,"",4,0
804,New Orleans East 70126,New Orleans,LA,70126,460,0,370,0,0,"",4,0
805,Newburgh 12575,Rock Tavern,NY,12575,0,270,0,0,0,"",4,0
806,North Hollywood 91605,North Hollywood,CA,91605,1180,1300,0,1190,0,"",4,0
807,Northern New Jersey 07008,Carteret,NJ,7008,0,200,0,0,0,"",4,0
808,Northern Virginia 22406,Fredericksburg,VA,22406,0,400,0,0,0,"",4,0
809,Oklahoma City 73121,Oklahoma City,OK,73121,800,800,400,600,0,"",4,0
810,Omaha 68059,Springfield,NE,68059,0,650,0,0,0,"",4,0
811,Orlando 32824,Orlando,FL,32824,325,0,0,225,0,"",4,0
812,Orlando-North 32773,Sanford,FL,32773,325,0,0,225,0,"",4,0
813,Paducah 42002,Paducah,KY,42002,325,0,0,225,0,"",4,0
814,Pensacola 32583,Milton,FL,32583,410,0,0,370,0,"",4,0
815,Permian Basin 79764,Odessa,TX,79764,0,0,410,900,0,"",4,0
816,Philadelphia 19428,Conshohocken,PA,19428,0,240,0,0,0,"",4,0
817,Philadelphia East 19136,Philadelphia,PA,19136,0,275,0,0,0,"",4,0
818,Phoenix 85041,Phoenix,AZ,85041,0,0,715,1250,0,"",4,0
819,Pittsburgh 15001,Aliquippa,PA,15001,0,450,0,0,0,"",4,0
820,Pittsburgh-North 15044,Gibsonia,PA,15044,0,450,0,0,0,"",4,0
821,Portage (WI) 53901,Portage,WI,53901,0,715,0,0,400,"",4,0
822,Portland - Gorham (ME),Gorham,ME,4038,0,450,0,0,0,"",4,0
823,Portland 97230,Portland,OR,97230,0,1400,1250,0,995,"",4,0
824,Portland West 97217,Portland,OR,97217,0,1440,1250,0,1050,"",4,0
825,Providence (RI) 02915,Riverside,RI,2915,0,395,0,0,0,"",4,0
826,Pulaski 24301,Pulaski,VA,24301,0,460,0,0,0,"",4,0
827,Puyallup 98374,Puyallup,WA,98374,0,1380,0,0,1250,"",4,0
828,Raleigh 27520,Clayton,NC,27520,295,460,0,0,0,"",4,0
829,Reno 89434,Mccarran,NV,89434,0,1480,1400,1700,0,"",4,0
830,Richmond 23005,Ashland,VA,23005,0,360,0,0,0,"",4,0
831,Riverside (CA) 92509,RIVERSIDE,CA,92509,1190,1275,0,1175,0,"",4,0
832,Roanoke (VA) 24122,Montvale,VA,24122,0,465,0,0,0,"",4,0
833,Rochester 14416,Bergen,NY,14416,0,400,0,0,0,"",4,0
834,Rosedale 21237,Rosedale,MD,21237,0,315,0,0,0,"",4,0
835,Sacramento 95742,Rancho Cordova,CA,95742,1650,1600,0,1450,0,"",4,0
836,Salt Lake City 84401,Ogden,UT,84401,0,1400,0,0,900,"",4,0
839,San Diego 92154,San Diego,CA,92154,1400,1450,0,1250,0,"",4,0
840,Savannah 31326,Rincon,GA,31326,105,0,0,315,0,"",4,0
841,Scranton 18640,Pittston,PA,18640,0,300,0,0,0,"",4,0
842,Seattle 98108,Puyallup,WA,98374,0,1400,0,1350,1150,"",4,0
843,Shady Spring 25918,Shady Spring,WV,25918,0,530,0,0,550,"",4,0
844,Shreveport (LA),Greenwood,LA,71033,480,0,335,0,0,"",4,0
845,South Bend 46619,South Bend,IN,46619,0,560,0,0,300,"",4,0
846,Southern New Jersey 08012,Turnersville,NJ,8012,0,250,0,0,0,"",4,0
847,Specialty Division IL,Wheeling,IL,60090,0,550,0,0,250,"",4,0
848,Spokane 99224,Spokane Valley,WA,99216,0,1600,0,0,1350,"",4,0
849,Springfield 65803,Springfield,MO,65803,625,675,630,0,450,"",4,0
850,St. Louis 62232,CASEYVILLE,Illinois,62232,0,550,0,0,300,"",4,0
851,Suffolk (VA) 23434,Suffolk,VA,23434,0,375,0,0,0,"",4,0
852,Syracuse 13039,Cicero,NY,13039,0,350,0,0,0,"",4,0
853,Tampa 34221,Palmetto,FL,34221,325,0,0,260,0,"",4,0
854,Tampa North 34667,Hudson,FL,34667,325,0,0,260,0,"",4,0
855,Taunton 02718,East Taunton,MA,2718,0,380,0,0,0,"",4,0
856,"Templeton, MA 01468",Templeton,MA,1468,0,350,0,0,0,"",4,0
857,Tidewater VA 23693,Yorktown,VA,23693,0,350,0,0,0,"",4,0
858,Tifton 31794,Tifton,GA,31794,280,0,0,370,0,"",4,0
859,Tucson 85714,Tucson,AZ,85714,950,1100,750,0,0,"",4,0
860,Tusla OK 74107,Tulsa,OK,74107,730,830,450,0,0,"",4,0
861,Western Colorado 81416,Delta,CO,81416,0,1550,1400,0,875,"",4,0
862,West Palm Beach (FL)33411,Jupiter,FL,33411,300,0,0,270,0,"",4,0
863,Wichita (KS) 67219,Wichita,KS,67219,0,900,550,0,600,"",4,0
864,Wilmington 28429,Castle Hayne,NC,28429,360,465,0,0,0,"",4,0
865,"York Springs, PA 17372",York Springs,PA,17372,0,290,0,0,0,"",4,0
866,Indianapolis South IN,Indianapolis South,IN,47229,0,550,0,0,0,mgr-IndianapolisSouth@iaai.com,4,0
867,"Sioux Falls Offsite, 57039",Lennox,SD,57039,890,890,0,0,0,"",4,0
868,Sioux Falls 57039,Lennox,SD,57039,890,890,0,0,0,"",4,0
869,LENNOX SD (57039),LENNOX,SD,57039,850,850,0,0,0,"",4,0
870,High Point NC,High Point,NC,27263,350,0,0,0,0,"",4,0
871,Manheim Souther California,Fontana,CA,92337,1150,1250,0,950,1110,"",5,0
872,MANHEIM NEW ENGLAND,North Dighton,MA,2780,0,275,0,0,0,david.carlucci@coxautoinc.com,5,0
873,Manheim Nevada,Las Vegas,NV,89165,1150,1500,0,1000,0,brian.walker@coxautoinc.com,5,0
874,Savannah Terminal,Savannah,GA,31415,300,0,0,0,0,logisticstauto@gmail.com,5,0
875,Manheim Pennsylvania,Manheim,PA,17545,0,325,0,0,0,joey.hughes@coxautoinc.com,5,0
876,Phoenix,Tolleson,AZ,85353,1200,0,0,1050,0,emily.decker@coxautoinc.com,5,0
877,ADESA Oregon,Eugene,OR,97402,1350,1200,0,0,0,ContactNorthwest@adesa.com,5,0
878,WEST PALM BEACH,Jupiter,FL,33478,350,0,0,270,0,logisticstauto@gmail.com,5,0
879,Sewell Lexus of Fort Worth,Fort Worth,TX,76132,600,0,0,0,0,"",5,0
880,Miami terminal,Miami,FL,33004,0,0,0,1,0,"",5,0
881,Manheim Fredericksburg,Fredericksburg,VA,22406,400,325,0,0,0,ssvcars@gmail.com,5,0
885,New York,NJ,NJ,1111,0,1,0,0,0,kristinaklp@gmail.com,5,0
464,Orlando North FL,Orlando-North,FL,32773,325,0,0,225,0,"",2,0
